Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-10 09:30:00-05:00,227.7550048828125,230.97000122070312,227.61000061035156,229.89999389648438,4451979,0.0,0.0
2023-01-10 10:00:00-05:00,229.89999389648438,231.30999755859375,229.07000732421875,229.35000610351562,2378817,0.0,0.0
2023-01-10 10:30:00-05:00,229.35549926757812,229.35549926757812,227.3300018310547,228.72999572753906,2197857,0.0,0.0
2023-01-10 11:00:00-05:00,228.7200927734375,229.5399932861328,228.44189453125,228.59500122070312,1269045,0.0,0.0
2023-01-10 11:30:00-05:00,228.5800018310547,228.72999572753906,227.66000366210938,228.22999572753906,1383397,0.0,0.0
2023-01-10 12:00:00-05:00,228.2100067138672,228.49000549316406,227.47000122070312,228.0800018310547,1017613,0.0,0.0
2023-01-10 12:30:00-05:00,228.09010314941406,228.89999389648438,228.02999877929688,228.2799072265625,908064,0.0,0.0
2023-01-10 13:00:00-05:00,228.27000427246094,228.8300018310547,228.0,228.55999755859375,1380510,0.0,0.0
2023-01-10 13:30:00-05:00,228.55999755859375,229.10000610351562,228.2899932861328,228.72999572753906,1119036,0.0,0.0
2023-01-10 14:00:00-05:00,228.72999572753906,228.99000549316406,228.3000030517578,228.44000244140625,920386,0.0,0.0
2023-01-10 14:30:00-05:00,228.4499969482422,228.72999572753906,227.88999938964844,228.05499267578125,1275466,0.0,0.0
2023-01-10 15:00:00-05:00,228.0449981689453,228.34500122070312,227.48460388183594,228.0399932861328,1310160,0.0,0.0
2023-01-10 15:30:00-05:00,228.0500030517578,228.8800048828125,227.74000549316406,228.8800048828125,2311333,0.0,0.0
2023-01-11 09:30:00-05:00,231.2899932861328,233.86990356445312,231.11000061035156,231.98280334472656,4622474,0.0,0.0
2023-01-11 10:00:00-05:00,231.97000122070312,233.67990112304688,231.4499969482422,233.5449981689453,2394461,0.0,0.0
2023-01-11 10:30:00-05:00,233.55999755859375,233.6199951171875,232.17039489746094,232.55499267578125,1471195,0.0,0.0
2023-01-11 11:00:00-05:00,232.5399932861328,233.8800048828125,232.52000427246094,233.41000366210938,1175274,0.0,0.0
2023-01-11 11:30:00-05:00,233.41000366210938,233.99000549316406,233.11000061035156,233.78500366210938,1123480,0.0,0.0
2023-01-11 12:00:00-05:00,233.8000030517578,234.2899932861328,233.63999938964844,233.72999572753906,1517883,0.0,0.0
2023-01-11 12:30:00-05:00,233.74000549316406,233.96400451660156,233.47000122070312,233.7899932861328,879769,0.0,0.0
2023-01-11 13:00:00-05:00,233.8000030517578,234.52999877929688,233.07000732421875,233.97500610351562,1132856,0.0,0.0
2023-01-11 13:30:00-05:00,233.97999572753906,234.25,233.75,234.00999450683594,922686,0.0,0.0
2023-01-11 14:00:00-05:00,234.02000427246094,234.1699981689453,233.75,233.77000427246094,851456,0.0,0.0
2023-01-11 14:30:00-05:00,233.78500366210938,234.4499969482422,233.6699981689453,234.41000366210938,1586435,0.0,0.0
2023-01-11 15:00:00-05:00,234.41000366210938,234.6678924560547,234.19000244140625,234.27999877929688,1289848,0.0,0.0
2023-01-11 15:30:00-05:00,234.27000427246094,235.9499969482422,234.0500030517578,235.7899932861328,3813459,0.0,0.0
2023-01-12 09:30:00-05:00,235.25999450683594,237.27999877929688,233.55999755859375,234.6699981689453,4168825,0.0,0.0
2023-01-12 10:00:00-05:00,234.67359924316406,238.9199981689453,234.6300048828125,238.17999267578125,3127975,0.0,0.0
2023-01-12 10:30:00-05:00,238.2100067138672,239.1385955810547,236.3800048828125,237.30999755859375,2348917,0.0,0.0
2023-01-12 11:00:00-05:00,237.30999755859375,238.38999938964844,236.72000122070312,238.1300048828125,1524324,0.0,0.0
2023-01-12 11:30:00-05:00,238.1649932861328,238.9499969482422,237.2100067138672,238.77000427246094,1277792,0.0,0.0
2023-01-12 12:00:00-05:00,238.75999450683594,239.30999755859375,237.99740600585938,239.22000122070312,1231642,0.0,0.0
2023-01-12 12:30:00-05:00,239.24000549316406,239.63999938964844,238.9199981689453,239.27000427246094,1228269,0.0,0.0
2023-01-12 13:00:00-05:00,239.27000427246094,239.7100067138672,238.07000732421875,238.49000549316406,1515058,0.0,0.0
2023-01-12 13:30:00-05:00,238.5,239.89999389648438,237.6300048828125,239.67999267578125,1208637,0.0,0.0
2023-01-12 14:00:00-05:00,239.69000244140625,239.86000061035156,238.5800018310547,238.75,912916,0.0,0.0
2023-01-12 14:30:00-05:00,238.75,238.94000244140625,237.93280029296875,238.33999633789062,1152744,0.0,0.0
2023-01-12 15:00:00-05:00,238.3300018310547,238.35000610351562,237.41000366210938,238.0399932861328,1103269,0.0,0.0
2023-01-12 15:30:00-05:00,238.0500030517578,238.75,237.4199981689453,238.47000122070312,2446917,0.0,0.0
2023-01-13 09:30:00-05:00,237.0019989013672,237.25,234.9199981689453,236.55999755859375,2779869,0.0,0.0
2023-01-13 10:00:00-05:00,236.52999877929688,237.3800048828125,236.1999969482422,236.75999450683594,1781250,0.0,0.0
2023-01-13 10:30:00-05:00,236.77999877929688,236.99000549316406,236.17999267578125,236.64999389648438,1182556,0.0,0.0
2023-01-13 11:00:00-05:00,236.61000061035156,236.75,235.11000061035156,235.89999389648438,1610733,0.0,0.0
2023-01-13 11:30:00-05:00,235.9600067138672,235.9600067138672,234.97999572753906,235.59500122070312,956764,0.0,0.0
2023-01-13 12:00:00-05:00,235.54010009765625,236.25,235.47000122070312,236.1300048828125,788477,0.0,0.0
2023-01-13 12:30:00-05:00,236.1282958984375,236.47999572753906,235.8800048828125,236.4199981689453,692750,0.0,0.0
2023-01-13 13:00:00-05:00,236.4199981689453,236.72000122070312,236.20010375976562,236.72000122070312,811243,0.0,0.0
2023-01-13 13:30:00-05:00,236.72999572753906,237.6300048828125,236.6199951171875,237.58999633789062,1069386,0.0,0.0
2023-01-13 14:00:00-05:00,237.60000610351562,238.08999633789062,237.33999633789062,238.02999877929688,875351,0.0,0.0
2023-01-13 14:30:00-05:00,238.0500030517578,238.47000122070312,237.82000732421875,238.1300048828125,1061809,0.0,0.0
2023-01-13 15:00:00-05:00,238.14999389648438,238.6699981689453,238.02000427246094,238.58999633789062,1166116,0.0,0.0
2023-01-13 15:30:00-05:00,238.60000610351562,239.3699951171875,238.5399932861328,239.1300048828125,2831604,0.0,0.0
2023-01-17 09:30:00-05:00,238.75,239.77999877929688,237.08999633789062,239.72999572753906,4816915,0.0,0.0
2023-01-17 10:00:00-05:00,239.77999877929688,240.91000366210938,239.5399932861328,240.16000366210938,2345982,0.0,0.0
2023-01-17 10:30:00-05:00,240.17999267578125,240.27000427246094,238.360595703125,239.67999267578125,1854374,0.0,0.0
2023-01-17 11:00:00-05:00,239.67999267578125,239.8632049560547,238.17999267578125,238.7899932861328,1496017,0.0,0.0
2023-01-17 11:30:00-05:00,238.77999877929688,239.52000427246094,238.74000549316406,239.33999633789062,1116055,0.0,0.0
2023-01-17 12:00:00-05:00,239.36000061035156,239.6300048828125,238.9199981689453,239.17999267578125,1012035,0.0,0.0
2023-01-17 12:30:00-05:00,239.17999267578125,239.72999572753906,239.11000061035156,239.5,728224,0.0,0.0
2023-01-17 13:00:00-05:00,239.5,239.66000366210938,239.24000549316406,239.49000549316406,703310,0.0,0.0
2023-01-17 13:30:00-05:00,239.49000549316406,240.7899932861328,239.35000610351562,240.6699981689453,1746951,0.0,0.0
2023-01-17 14:00:00-05:00,240.67999267578125,240.75999450683594,239.5500030517578,240.14010620117188,1587336,0.0,0.0
2023-01-17 14:30:00-05:00,240.13999938964844,240.6497039794922,239.60000610351562,239.82530212402344,1062827,0.0,0.0
2023-01-17 15:00:00-05:00,239.80999755859375,240.25759887695312,239.77000427246094,240.0500030517578,1005090,0.0,0.0
2023-01-17 15:30:00-05:00,240.02000427246094,240.47999572753906,239.14999389648438,240.35000610351562,3169169,0.0,0.0
2023-01-18 09:30:00-05:00,241.56500244140625,242.3800048828125,240.11000061035156,241.11000061035156,4863317,0.0,0.0
2023-01-18 10:00:00-05:00,241.08999633789062,242.0500030517578,239.97999572753906,240.41000366210938,2382537,0.0,0.0
2023-01-18 10:30:00-05:00,240.44000244140625,240.4550018310547,237.55999755859375,238.27000427246094,2511991,0.0,0.0
2023-01-18 11:00:00-05:00,238.25,238.5,236.82000732421875,237.17999267578125,1814710,0.0,0.0
2023-01-18 11:30:00-05:00,237.19000244140625,237.49000549316406,236.35000610351562,237.3800048828125,1651891,0.0,0.0
2023-01-18 12:00:00-05:00,237.3699951171875,237.5659942626953,236.88999938964844,237.11500549316406,1070213,0.0,0.0
2023-01-18 12:30:00-05:00,237.08999633789062,237.67999267578125,237.0449981689453,237.2032928466797,1025479,0.0,0.0
2023-01-18 13:00:00-05:00,237.22000122070312,237.39999389648438,236.25999450683594,236.77499389648438,1104754,0.0,0.0
2023-01-18 13:30:00-05:00,236.75999450683594,237.41099548339844,236.49000549316406,237.1199951171875,882869,0.0,0.0
2023-01-18 14:00:00-05:00,237.14999389648438,237.89999389648438,236.8300018310547,237.80999755859375,1238121,0.0,0.0
2023-01-18 14:30:00-05:00,237.79319763183594,237.97000122070312,236.8699951171875,237.15640258789062,833661,0.0,0.0
2023-01-18 15:00:00-05:00,237.16000366210938,237.41000366210938,236.4600067138672,236.50999450683594,1057726,0.0,0.0
2023-01-18 15:30:00-05:00,236.5,236.57009887695312,235.52000427246094,235.8000030517578,3850346,0.0,0.0
2023-01-19 09:30:00-05:00,233.77999877929688,235.52000427246094,231.94000244140625,232.89010620117188,4114159,0.0,0.0
2023-01-19 10:00:00-05:00,232.8800048828125,233.3800048828125,232.11000061035156,232.9134063720703,1955600,0.0,0.0
2023-01-19 10:30:00-05:00,232.89999389648438,232.97000122070312,230.8300018310547,231.10000610351562,2144838,0.0,0.0
2023-01-19 11:00:00-05:00,231.10659790039062,232.0800018310547,230.86000061035156,231.02999877929688,1861969,0.0,0.0
2023-01-19 11:30:00-05:00,231.00999450683594,231.52999877929688,230.67999267578125,231.02999877929688,1434776,0.0,0.0
2023-01-19 12:00:00-05:00,231.0399932861328,231.8300018310547,230.92999267578125,231.02000427246094,1066608,0.0,0.0
2023-01-19 12:30:00-05:00,231.02000427246094,231.6699981689453,230.92999267578125,231.62139892578125,733529,0.0,0.0
2023-01-19 13:00:00-05:00,231.64999389648438,232.8000030517578,231.58999633789062,232.2899932861328,1312658,0.0,0.0
2023-01-19 13:30:00-05:00,232.3000030517578,233.99000549316406,232.3000030517578,233.22999572753906,1391741,0.0,0.0
2023-01-19 14:00:00-05:00,233.22000122070312,234.0500030517578,232.89999389648438,233.75,1357969,0.0,0.0
2023-01-19 14:30:00-05:00,233.75999450683594,234.39999389648438,233.52459716796875,233.85000610351562,1162933,0.0,0.0
2023-01-19 15:00:00-05:00,233.8800048828125,234.0800018310547,233.35000610351562,233.71670532226562,1395782,0.0,0.0
2023-01-19 15:30:00-05:00,233.72000122070312,233.97000122070312,231.5800018310547,232.02999877929688,3239696,0.0,0.0
2023-01-20 09:30:00-05:00,235.08729553222656,236.9600067138672,234.7100067138672,235.69419860839844,7898412,0.0,0.0
2023-01-20 10:00:00-05:00,235.67999267578125,236.49000549316406,235.13999938964844,236.39999389648438,1810942,0.0,0.0
